name,roaster,roaster_city,roaster_country_state,roaster_country,origin,origin_count,origin_country,review_date,est_price,rating,roast,agtron,agtron_grounds,agtron_bean,aroma,acid,body,flavor,aftertaste,with_milk,desc_1,desc_2,desc_3,desc
Sahara Sunrise,421 Brew House,Calgary, Alberta,Canada,Rwanda,1,Rwanda,August 2020,$17.00/12 ounces,90,Medium-Light,50/76,50,76,8.0,8.0,8.0,8.0,8.0,0.0,"Crisply sweet, cocoa-toned. Baking chocolate, hazelnut, magnolia, pear, fresh-cut fir in aroma and cup. Sweet structure with brisk acidity; satiny-smooth mouthfeel. The finish consolidates to hazelnut and cocoa nib with fir undertones.","A single-origin washed-process coffee from Rwanda. 421 Brew House is a specialty coffee roaster founded in 2019 in Calgary, Alberta, Canada. Visit www.421brewhouse.com for more information.","An easygoing, comfortable Rwanda cup characterized by nut-toned cocoa and crisp pear notes.","Crisply sweet, cocoa-toned. Baking chocolate, hazelnut, magnolia, pear, fresh-cut fir in aroma and cup. Sweet structure with brisk acidity; satiny-smooth mouthfeel. The finish consolidates to hazelnut and cocoa nib with fir undertones. An easygoing, comfortable Rwanda cup characterized by nut-toned cocoa and crisp pear notes."
Amazon Haze,421 Brew House,Calgary, Alberta,Canada,Guatemala,1,Guatemala,August 2020,$17.00/12 ounces,86,Medium,46/70,46,70,7.0,7.0,7.0,8.0,7.0,0.0,"Cocoa-toned, gently roasty. Cocoa powder, lightly scorched cedar, Brazil nut, raisin, lily in aroma and cup. Sweet-savory structure with barely perceptible acidity; velvety, heavyish mouthfeel. Gently drying wood-framed finish with hints of cocoa powder and lily.","A single-origin washed-process coffee from Guatemala. 421 Brew House is a specialty coffee roaster founded in 2019 in Calgary, Alberta, Canada. Visit www.421brewhouse.com for more information.",A darker-roasted Guatemala cup that foregrounds notes of lightly scorched aromatic wood and sweet cocoa powder.,"Cocoa-toned, gently roasty. Cocoa powder, lightly scorched cedar, Brazil nut, raisin, lily in aroma and cup. Sweet-savory structure with barely perceptible acidity; velvety, heavyish mouthfeel. Gently drying wood-framed finish with hints of cocoa powder and lily. A darker-roasted Guatemala cup that foregrounds notes of lightly scorched aromatic wood and sweet cocoa powder."
Organic Peru,Emiliani Coffee,Minneapolis,Minnesota,United States,Peru,1,Peru,August 2020,$16.99/14 ounces,92,Medium-Light,50/72,50,72,9.0,8.0,8.0,9.0,8.0,0.0,"Chocolaty, sweetly nut-toned. Baking chocolate, cashew butter, raisin, gardenia, molasses in aroma and cup. Sweet structure with brisk acidity; crisp, satiny mouthfeel. The nut-toned finish is supported by notes of baking chocolate and raisin.","Certified organic. Emiliani Coffee, named after Gerolamo Emiliani, aka St. Jerome, donates $1 or every bag of coffee sold to organizations that are fighting for kids in the foster care and adoption system. Visit www.emilianicoffee.com for more information.","A friendly, balanced cup that leads with chocolate and nut tones, crisply sweet with floral undertones.","Chocolaty, sweetly nut-toned. Baking chocolate, cashew butter, raisin, gardenia, molasses in aroma and cup. Sweet structure with brisk acidity; crisp, satiny mouthfeel. The nut-toned finish is supported by notes of baking chocolate and raisin. A friendly, balanced cup that leads with chocolate and nut tones, crisply sweet with floral undertones."
Organic Sumatra,Emiliani Coffee,Minneapolis,Minnesota,United States,"Aceh, Sumatra, Indonesia",1,Indonesia,August 2020,$16.99/14 ounces,91,Medium,44/60,44,60,8.0,8.0,8.0,9.0,8.0,0.0,"Richly and sweetly earth-toned. Fresh humus, dark chocolate, gently scorched oak, almond, red apple in aroma and cup. Sweet-savory structure with pert acidity; full, satiny mouthfeel. Resonant, gently drying finish with sweetly smoky chocolate and fresh humus notes.","Certified organic and Fair Trade. Emiliani Coffee, named after Gerolamo Emiliani, aka St. Jerome, donates $1 or every bag of coffee sold to organizations that are fighting for kids in the foster care and adoption system. Visit www.emilianicoffee.com for more information.","A classic Sumatra cup, with deep sweetness and rich earth in balance, darker-roasted to bring out the chocolate notes.","Richly and sweetly earth-toned. Fresh humus, dark chocolate, gently scorched oak, almond, red apple in aroma and cup. Sweet-savory structure with pert acidity; full, satiny mouthfeel. Resonant, gently drying finish with sweetly smoky chocolate and fresh humus notes. A classic Sumatra cup, with deep sweetness and rich earth in balance, darker-roasted to bring out the chocolate notes."
Organic Mexico,Emiliani Coffee,Minneapolis,Minnesota,United States,"Chiapas, Mexico",1,Mexico,August 2020,$16.99/14 ounces,90,Medium-Light,54/70,54,70,8.0,8.0,8.0,8.0,8.0,0.0,"Crisply sweet, lightly floral-toned. Magnolia, cocoa nib, date, cedar, agave syrup in aroma and cup. Sweet structure with gentle, round acidity; velvety-smooth mouthfeel. The quiet finish centers around notes of cocoa-toned date and cedar.","Certified organic. Emiliani Coffee, named after Gerolamo Emiliani, aka St. Jerome, donates $1 or every bag of coffee sold to organizations that are fighting for kids in the foster care and adoption system. Visit www.emilianicoffee.com for more information.","A pleasing Chiapas cup, floral-driven with ballast from suggestions of cocoa and aromatic wood.","Crisply sweet, lightly floral-toned. Magnolia, cocoa nib, date, cedar, agave syrup in aroma and cup. Sweet structure with gentle, round acidity; velvety-smooth mouthfeel. The quiet finish centers around notes of cocoa-toned date and cedar. A pleasing Chiapas cup, floral-driven with ballast from suggestions of cocoa and aromatic wood."
Classic Blend Espresso,Doho Coffee Roasters,Nantou,Taiwan,Taiwan,Not disclosed,1,Not disclosed,August 2020,NT $650/455 grams,93,Medium,50/67,50,67,9.0,0.0,8.0,9.0,8.0,9.0,"Evaluated as espresso. Deep-toned, richly sweet-tart. Pomegranate, dark caramel, magnolia, hazelnut, sandalwood in aroma and small cup. Satiny-smooth mouthfeel; crisp, caramel-toned finish. In three parts milk, caramel and magnolia notes are amplified and sandalwood serves as foil.",The Taiwanese pronunciation of DOHO (tú-hó) means “pure serendipity.” Doho Coffee Roasters has two stores and is dedicated to promoting coffee culture through the high quality of its products. Visit https://www.facebook.com/DOHOCAFE or call +886-49-2318777 for more information.,A multi-layered espresso blend that is fruit-toned in the straight shot and more caramelly in three parts milk; richly aromatic in both formats.,"Evaluated as espresso. Deep-toned, richly sweet-tart. Pomegranate, dark caramel, magnolia, hazelnut, sandalwood in aroma and small cup. Satiny-smooth mouthfeel; crisp, caramel-toned finish. In three parts milk, caramel and magnolia notes are amplified and sandalwood serves as foil. A multi-layered espresso blend that is fruit-toned in the straight shot and more caramelly in three parts milk; richly aromatic in both formats."
Ethiopia Dame Dabaye,Indaba Coffee Roasters,Spokane,Washington,United States,"Guji Zone, Oromia Region, Southern Ethiopia",1,Ethiopia,August 2020,$16.00/12 ounces,95,Medium-Light,60/76,60,76,9.0,9.0,9.0,9.0,9.0,0.0,"Energetic, floral, multi-layered, intriguing. Aromatic orchid, red plum, lemon verbena, nougat, sandalwood in aroma and cup. Sweet-toned structure with juicy-bright acidity; plush, syrupy-smooth mouthfeel. The flavor-saturated finish sustains all of the aroma and flavor notes of the cup in harmonious balance. ","Southern Ethiopia coffees like this one are largely produced from distinctive indigenous Ethiopian varieties of Arabica long grown in their respective regions. Processed by the wet or washed method, in which skin and fruit flesh are removed from the beans or seeds before they are dried. Indaba Coffee is a small family-owned business in the heart of Spokane, Washington whose mission is “radical hospitality.” Visit www.indabacoffee.com for more information.","An exquisitely balanced washed-process Ethiopia cup with leading notes of delicate but deep florals, ripe stone fruit and a richly sweet herb tones.","Energetic, floral, multi-layered, intriguing. Aromatic orchid, red plum, lemon verbena, nougat, sandalwood in aroma and cup. Sweet-toned structure with juicy-bright acidity; plush, syrupy-smooth mouthfeel. The flavor-saturated finish sustains all of the aroma and flavor notes of the cup in harmonious balance.  An exquisitely balanced washed-process Ethiopia cup with leading notes of delicate but deep florals, ripe stone fruit and a richly sweet herb tones."
Ethiopia Suke Quto,Indaba Coffee Roasters,Spokane,Washington,United States,"Guji Zone, Oromia Region, south-central Ethiopia",1,Ethiopia,August 2020,$16.00/12 ounces,93,Medium-Light,58/74,58,74,9.0,8.0,9.0,9.0,8.0,0.0,"Brightly fruit-toned, deeply sweet-tart. Pomegranate, jasmine, honey, cedar, pink grapefruit zest in aroma and cup. Sweetly tart structure with brisk acidity; full, creamy mouthfeel. Finish consolidates to notes of jasmine, honey and grapefruit.","Southern Ethiopia coffees like this one are largely produced from distinctive indigenous Ethiopian varieties of Arabica long grown in the region. This is a dry-processed or “natural” version, meaning the beans were dried inside the fruit rather than after the fruit has been removed, as is the case with washed coffees. Indaba Coffee is a small family-owned business in the heart of Spokane, Washington whose mission is “radical hospitality.” Visit www.indabacoffee.com for more information.",A cleanly fruit-forward natural-process Ethiopia cup with a particularly full yet lively mouthfeel.,"Brightly fruit-toned, deeply sweet-tart. Pomegranate, jasmine, honey, cedar, pink grapefruit zest in aroma and cup. Sweetly tart structure with brisk acidity; full, creamy mouthfeel. Finish consolidates to notes of jasmine, honey and grapefruit. A cleanly fruit-forward natural-process Ethiopia cup with a particularly full yet lively mouthfeel."
Gelena Abaya Natural,Indaba Coffee Roasters,Spokane,Washington,United States,"Yirgacheffe growing region, south-central Ethiopia",1,Ethiopia,August 2020,$16.00/12 ounces,91,Medium-Light,54/72,54,72,8.0,8.0,8.0,9.0,8.0,0.0,"Crisply sweet, delicately fruit-toned. Blueberry, baking chocolate, oak, agave syrup, magnolia in aroma and cup. Sweet structure with gentle, round acidity; crisp, velvety mouthfeel. Blueberry and baking chocolate lead the short finish, with magnolia returning in the long.","Yirgacheffe is a coffee region in southern Ethiopia that produces distinctive coffees largely from indigenous varieties of Arabica long grown in the region. This is a “natural” or dry-processed version (beans are dried in the whole fruit). Indaba Coffee is a small family-owned business in the heart of Spokane, Washington whose mission is “radical hospitality.” Visit www.indabacoffee.com for more information.",A straight-ahead natural-process Yirgacheffe with classic blueberry top notes and pleasing chocolate undertones.,"Crisply sweet, delicately fruit-toned. Blueberry, baking chocolate, oak, agave syrup, magnolia in aroma and cup. Sweet structure with gentle, round acidity; crisp, velvety mouthfeel. Blueberry and baking chocolate lead the short finish, with magnolia returning in the long. A straight-ahead natural-process Yirgacheffe with classic blueberry top notes and pleasing chocolate undertones."
Kenya Nyeri AB Nyeshun,Kakalove Cafe,Chiayi,Taiwan,Taiwan,"Nyeri growing region, south-central Kenya",1,Kenya,August 2020,NT $400/8 ounces,96,Medium-Light,58/78,58,78,9.0,9.0,9.0,10.0,9.0,0.0,"Bright yet deep-toned, sweet-tart-savory, intensely floral. Mango, dark chocolate, hop flowers, lilac, wild honey in aroma and cup. Richly bittersweet structure with juicy-bright acidity; viscous, nectar-like mouthfeel. Flavor-saturated, chocolaty finish.","This exceptional coffee was selected as the No. 9 coffee on Coffee Review’s list of the Top 30 Coffees of 2020. Despite challenges ranging from unclear government coffee policy and urban encroachment on prime coffee lands to chronically unstable weather, the famed Kenya coffee auction system and its participating cooperatives continue to produce some of the world’s most elegant and distinctive coffees. Processed by a particularly meticulous Kenya variation on the traditional wet or “washed” method, in which skin and fruit flesh are removed from the beans or seeds before they are dried. Kakalove Café is a nano-roaster located in the small city of Chia-Yi in Taiwan that strives to procure and roast the finest quality coffee. Visit www.kakalovecafe.com.tw or email [email protected] for more information.","A balanced yet supremely intricate Kenya cup that hits all the notes: tropical fruit, deep chocolate, both savory and sweet florals, and a distinct wild honey.","Bright yet deep-toned, sweet-tart-savory, intensely floral. Mango, dark chocolate, hop flowers, lilac, wild honey in aroma and cup. Richly bittersweet structure with juicy-bright acidity; viscous, nectar-like mouthfeel. Flavor-saturated, chocolaty finish. A balanced yet supremely intricate Kenya cup that hits all the notes: tropical fruit, deep chocolate, both savory and sweet florals, and a distinct wild honey."
